UserId, SessionType, dt in ms, HeadOrigin.x, HeadOrigin.y, HeadOrigin.z, HeadDir.x, HeadDir.y, HeadDir.z, EyeOrigin.x, EyeOrigin.y, EyeOrigin.z, EyeDir.x, EyeDir.y, EyeDir.z, EyeHitPos.x, EyeHitPos.y, EyeHitPos.z
tester, Session00, 1502.7369, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1517.0016, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1531.1495, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1547.7675, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1563.9545, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1587.9749, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1597.0875, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1614.7862, 0, 0, 0, 0, 0, 0, 0.03315637, 0.003427726, 0.0947384, 0.3301396, 0.03413004, 0.9433149, 0.6998052, 0.0723463, 1.999568
tester, Session00, 1633.0078, 0, 0, 0, 0, 0, 0, 0.03315632, 0.003372259, 0.0947382, 0.330146, 0.03357845, 0.9433325, 0.6998055, 0.07117575, 1.999568
tester, Session00, 1648.1594, 0, 0, 0, 0, 0, 0, 0.03315632, 0.003372259, 0.0947382, 0.330146, 0.03357845, 0.9433325, 0.6998055, 0.07117575, 1.999568
tester, Session00, 1664.606, 0, 0, 0, 0, 0, 0, 0.03315632, 0.003372259, 0.0947382, 0.330146, 0.03357845, 0.9433325, 0.6998055, 0.07117575, 1.999568
tester, Session00, 1681.6549, 0, 0, 0, 0, 0, 0, 0.03315616, 0.003205855, 0.0947376, 0.3301644, 0.03192345, 0.9433835, 0.6998067, 0.067664, 1.999568
tester, Session00, 1697.6054, 0, 0, 0, 0, 0, 0, 0.03315616, 0.003205855, 0.0947376, 0.3301644, 0.03192345, 0.9433835, 0.6998067, 0.067664, 1.999568
tester, Session00, 1715.0673, 0, 0, 0, 0, 0, 0, 0.03315616, 0.003205855, 0.0947376, 0.3301644, 0.03192345, 0.9433835, 0.6998067, 0.067664, 1.999568
tester, Session00, 1731.4025, 0, 0, 0, 0, 0, 0, 0.03315616, 0.003205855, 0.0947376, 0.3301644, 0.03192345, 0.9433835, 0.6998067, 0.067664, 1.999568
tester, Session00, 1748.1527, 0, 0, 0, 0, 0, 0, 0.03315611, 0.00315039, 0.0947374, 0.3301703, 0.03137175, 0.9433999, 0.699807, 0.06649348, 1.999568
tester, Session00, 1770.6165, 0, 0, 0, 0, 0, 0, 0.03315606, 0.003094923, 0.0947372, 0.3301761, 0.03081999, 0.943416, 0.6998075, 0.06532291, 1.999568
tester, Session00, 1781.4883, 0, 0, 0, 0, 0, 0, 0.03315601, 0.003039454, 0.09473701, 0.3301819, 0.03026819, 0.9434319, 0.6998079, 0.06415227, 1.999568
tester, Session00, 1798.7178, 0, 0, 0, 0, 0, 0, 0.03310219, 0.002928519, 0.09475044, 0.3296733, 0.02916589, 0.9436444, 0.6985728, 0.06180206, 1.999568
tester, Session00, 1815.0389, 0, 0, 0, 0, 0, 0, 0.03304836, 0.002817584, 0.09476388, 0.3291643, 0.02806336, 0.9438556, 0.6973381, 0.05945253, 1.999568
tester, Session00, 1831.6196, 0, 0, 0, 0, 0, 0, 0.03299455, 0.00270665, 0.0947773, 0.3286547, 0.02696062, 0.9440653, 0.6961038, 0.05710366, 1.999568
tester, Session00, 1849.087, 0, 0, 0, 0, 0, 0, 0.0329945, 0.002651183, 0.09477709, 0.3286597, 0.02640856, 0.9440791, 0.6961043, 0.05593356, 1.999568
tester, Session00, 1865.9145, 0, 0, 0, 0, 0, 0, 0.03288691, 0.002484781, 0.09480415, 0.3276337, 0.02475447, 0.9444804, 0.6936363, 0.05240791, 1.999568
tester, Session00, 1881.7856, 0, 0, 0, 0, 0, 0, 0.03283309, 0.002373843, 0.09481759, 0.3271224, 0.02365106, 0.9446859, 0.6924031, 0.05006098, 1.999568
tester, Session00, 1898.7239, 0, 0, 0, 0, 0, 0, 0.03277912, 0.002096507, 0.09483042, 0.3266228, 0.02089034, 0.9449239, 0.6911716, 0.04420638, 1.999568
tester, Session00, 1914.9973, 0, 0, 0, 0, 0, 0, 0.03277897, 0.001930106, 0.09482982, 0.3266341, 0.01923302, 0.9449552, 0.6911727, 0.04069794, 1.999568
tester, Session00, 1932.0459, 0, 0, 0, 0, 0, 0, 0.03277871, 0.00165277, 0.09482882, 0.326651, 0.01647041, 0.9450015, 0.6911745, 0.03485043, 1.999568
tester, Session00, 1948.0315, 0, 0, 0, 0, 0, 0, 0.03277835, 0.001264496, 0.09482742, 0.3266705, 0.01260203, 0.9450542, 0.6911771, 0.02666366, 1.999568
tester, Session00, 1965.8721, 0, 0, 0, 0, 0, 0, 0.0327781, 0.0009871601, 0.09482642, 0.3266815, 0.009838488, 0.9450833, 0.691179, 0.02081586, 1.999568
tester, Session00, 1981.7026, 0, 0, 0, 0, 0, 0, 0.03277784, 0.0007098212, 0.09482543, 0.3266898, 0.007074638, 0.9451051, 0.6911808, 0.01496788, 1.999568
tester, Session00, 2000.1347, 0, 0, 0, 0, 0, 0, 0.03293857, 0.0002660805, 0.09478234, 0.3282599, 0.00265171, 0.9445837, 0.694886, 0.005613345, 1.999568
tester, Session00, 2014.7962, 0, 0, 0, 0, 0, 0, 0.03315323, 4.421159E-05, 0.09472621, 0.3303421, 0.0004405286, 0.9438612, 0.699829, 0.0009332589, 1.999568
tester, Session00, 2031.976, 0, 0, 0, 0, 0, 0, 0.03331428, -6.672285E-05, 0.09468433, 0.331901, -0.0006647414, 0.943314, 0.7035394, -0.00140907, 1.999568
tester, Session00, 2049.087, 0, 0, 0, 0, 0, 0, 0.033368, -6.672285E-05, 0.0946705, 0.3324203, -0.0006647097, 0.9431311, 0.7047769, -0.001409276, 1.999568
tester, Session00, 2064.9031, 0, 0, 0, 0, 0, 0, 0.03352914, -6.672285E-05, 0.094629, 0.3339772, -0.0006646131, 0.9425809, 0.7084909, -0.001409894, 1.999568
tester, Session00, 2081.9577, 0, 0, 0, 0, 0, 0, 0.03363657, -6.672285E-05, 0.09460135, 0.3350143, -0.0006645478, 0.9422128, 0.7109687, -0.001410306, 1.999568
tester, Session00, 2098.71, 0, 0, 0, 0, 0, 0, 0.033744, -6.672284E-05, 0.09457367, 0.336051, -0.0006644817, 0.9418436, 0.7134483, -0.001410719, 1.999568
tester, Session00, 2115.771, 0, 0, 0, 0, 0, 0, 0.03401258, -6.672284E-05, 0.09450453, 0.3386396, -0.0006643129, 0.9409159, 0.719653, -0.001411751, 1.999568
tester, Session00, 2133.932, 0, 0, 0, 0, 0, 0, 0.03428116, -6.672284E-05, 0.09443537, 0.3412244, -0.0006641393, 0.9399816, 0.7258668, -0.001412785, 1.999568
tester, Session00, 2148.7573, 0, 0, 0, 0, 0, 0, 0.03465717, -6.672284E-05, 0.09433855, 0.3448366, -0.0006638879, 0.9386625, 0.7345817, -0.001414235, 1.999568
tester, Session00, 2165.8309, 0, 0, 0, 0, 0, 0, 0.03503319, -6.672284E-05, 0.09424175, 0.3484409, -0.0006636269, 0.9373305, 0.7433142, -0.001415687, 1.999568
tester, Session00, 2181.7994, 0, 0, 0, 0, 0, 0, 0.03524804, -6.672284E-05, 0.09418643, 0.3504968, -0.0006634734, 0.9365637, 0.7483124, -0.001416519, 1.999568
tester, Session00, 2199.1583, 0, 0, 0, 0, 0, 0, 0.03535548, -6.672284E-05, 0.09415876, 0.3515238, -0.0006633955, 0.9361787, 0.7508137, -0.001416935, 1.999568
tester, Session00, 2215.8334, 0, 0, 0, 0, 0, 0, 0.03546291, -6.672284E-05, 0.0941311, 0.3525501, -0.0006633169, 0.9357927, 0.7533164, -0.001417351, 1.999568
tester, Session00, 2230.6342, 0, 0, 0, 0, 0, 0, 0.03546291, -6.672284E-05, 0.0941311, 0.3525501, -0.0006633169, 0.9357927, 0.7533164, -0.001417351, 1.999568
tester, Session00, 2248.252, 0, 0, 0, 0, 0, 0, 0.03551662, -6.672284E-05, 0.09411727, 0.353063, -0.0006632773, 0.9355993, 0.7545683, -0.00141756, 1.999568
tester, Session00, 2264.6206, 0, 0, 0, 0, 0, 0, 0.03551662, -6.672284E-05, 0.09411727, 0.353063, -0.0006632773, 0.9355993, 0.7545683, -0.00141756, 1.999568
tester, Session00, 2280.759, 0, 0, 0, 0, 0, 0, 0.03551662, -6.672284E-05, 0.09411727, 0.353063, -0.0006632773, 0.9355993, 0.7545683, -0.00141756, 1.999568
tester, Session00, 2297.9477, 0, 0, 0, 0, 0, 0, 0.03551662, -6.672284E-05, 0.09411727, 0.353063, -0.0006632773, 0.9355993, 0.7545683, -0.00141756, 1.999568
tester, Session00, 2314.9647, 0, 0, 0, 0, 0, 0, 0.03557034, -6.672284E-05, 0.09410344, 0.3535758, -0.0006632375, 0.9354056, 0.7558206, -0.001417768, 1.999568
tester, Session00, 2341.737, 0, 0, 0, 0, 0, 0, 0.03578521, -6.672284E-05, 0.09404812, 0.3556251, -0.0006630762, 0.9346285, 0.7608334, -0.001418602, 1.999568
tester, Session00, 2347.8088, 0, 0, 0, 0, 0, 0, 0.03578521, -6.672284E-05, 0.09404812, 0.3556251, -0.0006630762, 0.9346285, 0.7608334, -0.001418602, 1.999568
tester, Session00, 2365.6681, 0, 0, 0, 0, 0, 0, 0.03600017, 4.421159E-05, 0.09399319, 0.3576713, 0.0004392539, 0.9338474, 0.7658511, 0.000940537, 1.999568
tester, Session00, 2383.481, 0, 0, 0, 0, 0, 0, 0.03610771, 0.000155143, 0.09396593, 0.3586927, 0.001541186, 0.9334544, 0.7683616, 0.0033014, 1.999568
tester, Session00, 2398.1377, 0, 0, 0, 0, 0, 0, 0.03610771, 0.000155143, 0.09396593, 0.3586927, 0.001541186, 0.9334544, 0.7683616, 0.0033014, 1.999568
